FROMNODENO,TONODENO,WKT
50345,50344,"LINESTRING (-1.46315228602693 52.3864882140919, -1.46316955329715 52.3868369953884)"
50340,50345,"LINESTRING (-1.46325986394793 52.3861310811508, -1.46315228602693 52.3864882140919)"
50345,50340,"LINESTRING (-1.46315228602693 52.3864882140919, -1.46325986394793 52.3861310811508)"
50336,50337,"LINESTRING (-1.46356558044136 52.3880557956277, -1.46342255425169 52.3879829015817)"
50337,50336,"LINESTRING (-1.46342255425169 52.3879829015817, -1.46356558044136 52.3880557956277)"
50334,50335,"LINESTRING (-1.46379989351953 52.388114575242, -1.46359045000297 52.38806605836)"
50335,50334,"LINESTRING (-1.46359045000297 52.38806605836, -1.46379989351953 52.388114575242)"
50321,50322,"LINESTRING (-1.47091675891294 52.3879447429704, -1.47082890613961 52.3880651961406)"
50322,50321,"LINESTRING (-1.47082890613961 52.3880651961406, -1.47091675891294 52.3879447429704)"
50322,50323,"LINESTRING (-1.47082890613961 52.3880651961406, -1.4707373236092 52.3881706548873)"
50323,50322,"LINESTRING (-1.4707373236092 52.3881706548873, -1.47082890613961 52.3880651961406)"
50337,50338,"LINESTRING (-1.46342255425169 52.3879829015817, -1.46340584736694 52.3879707968971)"
50338,50337,"LINESTRING (-1.46340584736694 52.3879707968971, -1.46342255425169 52.3879829015817)"
50323,50324,"LINESTRING (-1.4707373236092 52.3881706548873, -1.4707264540028 52.3881826351269)"
50324,50323,"LINESTRING (-1.4707264540028 52.3881826351269, -1.4707373236092 52.3881706548873)"
50335,50336,"LINESTRING (-1.46359045000297 52.38806605836, -1.46356558044136 52.3880557956277)"
50336,50335,"LINESTRING (-1.46356558044136 52.3880557956277, -1.46359045000297 52.38806605836)"
50340,50341,"LINESTRING (-1.46325986394793 52.3861310811508, -1.46325465182132 52.3860762172665)"
50341,50340,"LINESTRING (-1.46325465182132 52.3860762172665, -1.46325986394793 52.3861310811508)"
50333,50334,"LINESTRING (-1.46388345222877 52.3881343369111, -1.46379989351953 52.388114575242)"
50334,50333,"LINESTRING (-1.46379989351953 52.388114575242, -1.46388345222877 52.3881343369111)"
50338,50339,"LINESTRING (-1.46340584736694 52.3879707968971, -1.46331559021077 52.387895166368)"
50339,50338,"LINESTRING (-1.46331559021077 52.387895166368, -1.46340584736694 52.3879707968971)"
50342,50343,"LINESTRING (-1.46318837652211 52.3874707191146, -1.46318378505743 52.3870738079221)"
50343,50342,"LINESTRING (-1.46318378505743 52.3870738079221, -1.46318837652211 52.3874707191146)"
50339,50342,"LINESTRING (-1.46331559021077 52.387895166368, -1.46318837652211 52.3874707191146)"
50342,50339,"LINESTRING (-1.46318837652211 52.3874707191146, -1.46331559021077 52.387895166368)"
50324,50325,"LINESTRING (-1.4707264540028 52.3881826351269, -1.47055214369207 52.3883386079909)"
50325,50324,"LINESTRING (-1.47055214369207 52.3883386079909, -1.4707264540028 52.3881826351269)"
50328,50329,"LINESTRING (-1.46863842047665 52.3892381072346, -1.46753729194905 52.3891612334689)"
50329,50328,"LINESTRING (-1.46753729194905 52.3891612334689, -1.46863842047665 52.3892381072346)"
50329,50330,"LINESTRING (-1.46753729194905 52.3891612334689, -1.46648403850284 52.3887699085472)"
50330,50329,"LINESTRING (-1.46648403850284 52.3887699085472, -1.46753729194905 52.3891612334689)"
50331,50332,"LINESTRING (-1.46606819251163 52.3885757091626, -1.46525383679253 52.3884317154435)"
50332,50331,"LINESTRING (-1.46525383679253 52.3884317154435, -1.46606819251163 52.3885757091626)"
50314,50315,"LINESTRING (-1.47225753066001 52.3851727622781, -1.47207864407342 52.3854675526697)"
50315,50314,"LINESTRING (-1.47207864407342 52.3854675526697, -1.47225753066001 52.3851727622781)"
50315,50316,"LINESTRING (-1.47207864407342 52.3854675526697, -1.47170973590237 52.3862484482342)"
50316,50315,"LINESTRING (-1.47170973590237 52.3862484482342, -1.47207864407342 52.3854675526697)"
50319,50320,"LINESTRING (-1.47120923904302 52.3873415861832, -1.4710719176901 52.387641424501)"
50320,50319,"LINESTRING (-1.4710719176901 52.387641424501, -1.47120923904302 52.3873415861832)"
31668,50333,"LINESTRING (-1.46410474052133 52.3881894464132, -1.46388345222877 52.3881343369111)"
50333,31668,"LINESTRING (-1.46388345222877 52.3881343369111, -1.46410474052133 52.3881894464132)"
50356,50360,"LINESTRING (-1.47097752367486 52.3949410372811, -1.47024624714491 52.3957876423776)"
50360,50356,"LINESTRING (-1.47024624714491 52.3957876423776, -1.47097752367486 52.3949410372811)"
50347,50349,"LINESTRING (-1.47544659525649 52.3968301443665, -1.47519930279369 52.3972956377798)"
50349,50347,"LINESTRING (-1.47519930279369 52.3972956377798, -1.47544659525649 52.3968301443665)"
50352,50353,"LINESTRING (-1.47315528357607 52.3973944331818, -1.47152617826462 52.3972073619964)"
50353,50352,"LINESTRING (-1.47152617826462 52.3972073619964, -1.47315528357607 52.3973944331818)"
50353,50355,"LINESTRING (-1.47152617826462 52.3972073619964, -1.47117498037559 52.3970799297868)"
50355,50353,"LINESTRING (-1.47117498037559 52.3970799297868, -1.47152617826462 52.3972073619964)"
50357,50358,"LINESTRING (-1.47054843533776 52.3966276177496, -1.47046155173171 52.3965193466075)"
50358,50357,"LINESTRING (-1.47046155173171 52.3965193466075, -1.47054843533776 52.3966276177496)"
50359,50360,"LINESTRING (-1.47029615833809 52.3962233504222, -1.47024624714491 52.3957876423776)"
50360,50359,"LINESTRING (-1.47024624714491 52.3957876423776, -1.47029615833809 52.3962233504222)"
50347,50348,"LINESTRING (-1.47544659525649 52.3968301443665, -1.47539983310885 52.3964964012578)"
50348,50347,"LINESTRING (-1.47539983310885 52.3964964012578, -1.47544659525649 52.3968301443665)"
50350,50351,"LINESTRING (-1.47471305650261 52.3974013615198, -1.47396290058363 52.397398027695)"
50351,50350,"LINESTRING (-1.47396290058363 52.397398027695, -1.47471305650261 52.3974013615198)"
50354,50356,"LINESTRING (-1.4713682334621 52.3948053691833, -1.47097752367486 52.3949410372811)"
50356,50354,"LINESTRING (-1.47097752367486 52.3949410372811, -1.4713682334621 52.3948053691833)"
50346,50348,"LINESTRING (-1.47557309547261 52.3955172397511, -1.47539983310885 52.3964964012578)"
50348,50346,"LINESTRING (-1.47539983310885 52.3964964012578, -1.47557309547261 52.3955172397511)"
50351,50352,"LINESTRING (-1.47396290058363 52.397398027695, -1.47315528357607 52.3973944331818)"
50352,50351,"LINESTRING (-1.47315528357607 52.3973944331818, -1.47396290058363 52.397398027695)"
50355,50357,"LINESTRING (-1.47117498037559 52.3970799297868, -1.47054843533776 52.3966276177496)"
50357,50355,"LINESTRING (-1.47054843533776 52.3966276177496, -1.47117498037559 52.3970799297868)"
50349,50350,"LINESTRING (-1.47519930279369 52.3972956377798, -1.47471305650261 52.3974013615198)"
50350,50349,"LINESTRING (-1.47471305650261 52.3974013615198, -1.47519930279369 52.3972956377798)"
50358,50359,"LINESTRING (-1.47046155173171 52.3965193466075, -1.47029615833809 52.3962233504222)"
50359,50358,"LINESTRING (-1.47029615833809 52.3962233504222, -1.47046155173171 52.3965193466075)"
30434,50354,"LINESTRING (-1.47176554650904 52.394734999332, -1.4713682334621 52.3948053691833)"
50354,30434,"LINESTRING (-1.4713682334621 52.3948053691833, -1.47176554650904 52.394734999332)"
50361,50362,"LINESTRING (-1.59533747082475 52.3980822863731, -1.59499799964284 52.3979411392095)"
50362,50361,"LINESTRING (-1.59499799964284 52.3979411392095, -1.59533747082475 52.3980822863731)"
50363,50364,"LINESTRING (-1.58890033276727 52.4041945033286, -1.58569026454792 52.4050072598518)"
50364,50363,"LINESTRING (-1.58569026454792 52.4050072598518, -1.58890033276727 52.4041945033286)"
50363,50365,"LINESTRING (-1.58890033276727 52.4041945033286, -1.58558109318753 52.4041078641799)"
50365,50363,"LINESTRING (-1.58558109318753 52.4041078641799, -1.58890033276727 52.4041945033286)"
50367,50368,"LINESTRING (-1.5893914993054 52.4045288007887, -1.58917352528356 52.4041774675614)"
50368,50367,"LINESTRING (-1.58917352528356 52.4041774675614, -1.5893914993054 52.4045288007887)"
50369,50370,"LINESTRING (-1.58935897815462 52.4015066407836, -1.58944151534419 52.4017160827716)"
50370,50369,"LINESTRING (-1.58944151534419 52.4017160827716, -1.58935897815462 52.4015066407836)"
50371,50373,"LINESTRING (-1.47188788347601 52.4374189337742, -1.47143940676692 52.4374092815752)"
50373,50371,"LINESTRING (-1.47143940676692 52.4374092815752, -1.47188788347601 52.4374189337742)"
50372,50373,"LINESTRING (-1.47151372413751 52.4370751136058, -1.47143940676692 52.4374092815752)"
50373,50372,"LINESTRING (-1.47143940676692 52.4374092815752, -1.47151372413751 52.4370751136058)"
50379,50380,"LINESTRING (-1.5116049258768 52.4505208212088, -1.5113493157777 52.4504897220908)"
50380,50379,"LINESTRING (-1.5113493157777 52.4504897220908, -1.5116049258768 52.4505208212088)"
50381,50382,"LINESTRING (-1.49634892693111 52.4076869625171, -1.49545012723083 52.4059938744339)"
50382,50381,"LINESTRING (-1.49545012723083 52.4059938744339, -1.49634892693111 52.4076869625171)"
50383,50385,"LINESTRING (-1.57418774076709 52.4210857099026, -1.57365943457055 52.4209759261448)"
50385,50383,"LINESTRING (-1.57365943457055 52.4209759261448, -1.57418774076709 52.4210857099026)"
50383,50384,"LINESTRING (-1.57418774076709 52.4210857099026, -1.57405722237655 52.4208964477887)"
50384,50383,"LINESTRING (-1.57405722237655 52.4208964477887, -1.57418774076709 52.4210857099026)"
30311,50369,"LINESTRING (-1.59474958424039 52.4008254513317, -1.58935897815462 52.4015066407836)"
50369,30311,"LINESTRING (-1.58935897815462 52.4015066407836, -1.59474958424039 52.4008254513317)"
31348,50369,"LINESTRING (-1.58615733070773 52.401814542331, -1.58935897815462 52.4015066407836)"
50369,31348,"LINESTRING (-1.58935897815462 52.4015066407836, -1.58615733070773 52.401814542331)"
50363,50368,"LINESTRING (-1.58890033276727 52.4041945033286, -1.58917352528356 52.4041774675614)"
50368,50363,"LINESTRING (-1.58917352528356 52.4041774675614, -1.58890033276727 52.4041945033286)"
30771,50365,"LINESTRING (-1.58508323573138 52.401850895104, -1.58558109318753 52.4041078641799)"
50365,30771,"LINESTRING (-1.58558109318753 52.4041078641799, -1.58508323573138 52.401850895104)"
30338,50364,"LINESTRING (-1.58512170561445 52.405391776551, -1.58569026454792 52.4050072598518)"
50364,30338,"LINESTRING (-1.58569026454792 52.4050072598518, -1.58512170561445 52.405391776551)"
50364,50365,"LINESTRING (-1.58569026454792 52.4050072598518, -1.58558109318753 52.4041078641799)"
50365,50364,"LINESTRING (-1.58558109318753 52.4041078641799, -1.58569026454792 52.4050072598518)"
30008,50361,"LINESTRING (-1.59535131640571 52.3979225178078, -1.59533747082475 52.3980822863731)"
50361,30008,"LINESTRING (-1.59533747082475 52.3980822863731, -1.59535131640571 52.3979225178078)"
30614,50361,"LINESTRING (-1.59530841467046 52.4008530886613, -1.59533747082475 52.3980822863731)"
50361,30614,"LINESTRING (-1.59533747082475 52.3980822863731, -1.59530841467046 52.4008530886613)"
30340,50362,"LINESTRING (-1.58575704742155 52.398355697749, -1.59499799964284 52.3979411392095)"
50362,30340,"LINESTRING (-1.59499799964284 52.3979411392095, -1.58575704742155 52.398355697749)"
30008,50362,"LINESTRING (-1.59535131640571 52.3979225178078, -1.59499799964284 52.3979411392095)"
50362,30008,"LINESTRING (-1.59499799964284 52.3979411392095, -1.59535131640571 52.3979225178078)"
30882,50089,"LINESTRING (-1.53006989909345 52.3845823605339, -1.52895241561058 52.3841804992446)"
50089,30882,"LINESTRING (-1.52895241561058 52.3841804992446, -1.53006989909345 52.3845823605339)"
50251,50366,"LINESTRING (-1.52803722484475 52.3928778929517, -1.52791556582392 52.3925999654539)"
50366,50251,"LINESTRING (-1.52791556582392 52.3925999654539, -1.52803722484475 52.3928778929517)"
30892,50076,"LINESTRING (-1.52111941372336 52.3857690149157, -1.51926728267972 52.3871532408132)"
50076,30892,"LINESTRING (-1.51926728267972 52.3871532408132, -1.52111941372336 52.3857690149157)"
30827,50076,"LINESTRING (-1.51986324891342 52.3878785230758, -1.51926728267972 52.3871532408132)"
50076,30827,"LINESTRING (-1.51926728267972 52.3871532408132, -1.51986324891342 52.3878785230758)"
30140,50078,"LINESTRING (-1.51587253623579 52.3899682074191, -1.515934062338 52.3856113149128)"
50078,30140,"LINESTRING (-1.515934062338 52.3856113149128, -1.51587253623579 52.3899682074191)"
30139,50078,"LINESTRING (-1.51592209734127 52.3853595330814, -1.515934062338 52.3856113149128)"
50078,30139,"LINESTRING (-1.515934062338 52.3856113149128, -1.51592209734127 52.3853595330814)"
30652,50311,"LINESTRING (-1.5126401972545 52.4028030932052, -1.51168773737063 52.4018713448258)"
50311,30652,"LINESTRING (-1.51168773737063 52.4018713448258, -1.5126401972545 52.4028030932052)"
30355,50311,"LINESTRING (-1.5116741149158 52.4018257866958, -1.51168773737063 52.4018713448258)"
50311,30355,"LINESTRING (-1.51168773737063 52.4018713448258, -1.5116741149158 52.4018257866958)"
30252,50314,"LINESTRING (-1.47349029586913 52.3840544736984, -1.47225753066001 52.3851727622781)"
50314,30252,"LINESTRING (-1.47225753066001 52.3851727622781, -1.47349029586913 52.3840544736984)"
30268,50314,"LINESTRING (-1.46685291549278 52.3862003675936, -1.47225753066001 52.3851727622781)"
50314,30268,"LINESTRING (-1.47225753066001 52.3851727622781, -1.46685291549278 52.3862003675936)"
30268,50332,"LINESTRING (-1.46685291549278 52.3862003675936, -1.46525383679253 52.3884317154435)"
50332,30268,"LINESTRING (-1.46525383679253 52.3884317154435, -1.46685291549278 52.3862003675936)"
31668,50332,"LINESTRING (-1.46410474052133 52.3881894464132, -1.46525383679253 52.3884317154435)"
50332,31668,"LINESTRING (-1.46525383679253 52.3884317154435, -1.46410474052133 52.3881894464132)"
30272,50341,"LINESTRING (-1.46167311170833 52.3860156419785, -1.46325465182132 52.3860762172665)"
50341,30272,"LINESTRING (-1.46325465182132 52.3860762172665, -1.46167311170833 52.3860156419785)"
30315,50341,"LINESTRING (-1.46366532254379 52.3858238081624, -1.46325465182132 52.3860762172665)"
50341,30315,"LINESTRING (-1.46325465182132 52.3860762172665, -1.46366532254379 52.3858238081624)"
30434,50346,"LINESTRING (-1.47176554650904 52.394734999332, -1.47557309547261 52.3955172397511)"
50346,30434,"LINESTRING (-1.47557309547261 52.3955172397511, -1.47176554650904 52.394734999332)"
31218,50346,"LINESTRING (-1.48150899883149 52.3981762460785, -1.47557309547261 52.3955172397511)"
50346,31218,"LINESTRING (-1.47557309547261 52.3955172397511, -1.48150899883149 52.3981762460785)"
30876,50381,"LINESTRING (-1.4975008861683 52.4074490164043, -1.49634892693111 52.4076869625171)"
50381,30876,"LINESTRING (-1.49634892693111 52.4076869625171, -1.4975008861683 52.4074490164043)"
31516,50381,"LINESTRING (-1.49501989817306 52.4079187982903, -1.49634892693111 52.4076869625171)"
50381,31516,"LINESTRING (-1.49634892693111 52.4076869625171, -1.49501989817306 52.4079187982903)"
30433,50382,"LINESTRING (-1.49590875569134 52.405886185236, -1.49545012723083 52.4059938744339)"
50382,30433,"LINESTRING (-1.49545012723083 52.4059938744339, -1.49590875569134 52.405886185236)"
31517,50382,"LINESTRING (-1.49177100076379 52.4069231578835, -1.49545012723083 52.4059938744339)"
50382,31517,"LINESTRING (-1.49545012723083 52.4059938744339, -1.49177100076379 52.4069231578835)"
31338,50090,"LINESTRING (-1.43594066264541 52.4294875690739, -1.43896285738065 52.4269856661184)"
50090,31338,"LINESTRING (-1.43896285738065 52.4269856661184, -1.43594066264541 52.4294875690739)"
31337,50090,"LINESTRING (-1.44043969092605 52.4267298757842, -1.43896285738065 52.4269856661184)"
50090,31337,"LINESTRING (-1.43896285738065 52.4269856661184, -1.44043969092605 52.4267298757842)"
31313,50024,"LINESTRING (-1.47237906762034 52.4184661021494, -1.47330534874535 52.4181264219684)"
50024,31313,"LINESTRING (-1.47330534874535 52.4181264219684, -1.47237906762034 52.4184661021494)"
31306,50372,"LINESTRING (-1.47116216656833 52.4361044302045, -1.47151372413751 52.4370751136058)"
50372,31306,"LINESTRING (-1.47151372413751 52.4370751136058, -1.47116216656833 52.4361044302045)"
30256,50371,"LINESTRING (-1.47116974781308 52.4393246132841, -1.47188788347601 52.4374189337742)"
50371,30256,"LINESTRING (-1.47188788347601 52.4374189337742, -1.47116974781308 52.4393246132841)"
50371,50372,"LINESTRING (-1.47188788347601 52.4374189337742, -1.47151372413751 52.4370751136058)"
50372,50371,"LINESTRING (-1.47151372413751 52.4370751136058, -1.47188788347601 52.4374189337742)"
30330,50027,"LINESTRING (-1.47599080815384 52.4499672060633, -1.4751643767814 52.4497979024312)"
50027,30330,"LINESTRING (-1.4751643767814 52.4497979024312, -1.47599080815384 52.4499672060633)"
30254,50027,"LINESTRING (-1.47196596375299 52.4490195083073, -1.4751643767814 52.4497979024312)"
50027,30254,"LINESTRING (-1.4751643767814 52.4497979024312, -1.47196596375299 52.4490195083073)"
30154,50379,"LINESTRING (-1.51120240529087 52.4507375213783, -1.5116049258768 52.4505208212088)"
50379,30154,"LINESTRING (-1.5116049258768 52.4505208212088, -1.51120240529087 52.4507375213783)"
33005,50379,"LINESTRING (-1.51189372764978 52.4503653415696, -1.5116049258768 52.4505208212088)"
50379,33005,"LINESTRING (-1.5116049258768 52.4505208212088, -1.51189372764978 52.4503653415696)"
30154,50380,"LINESTRING (-1.51120240529087 52.4507375213783, -1.5113493157777 52.4504897220908)"
50380,30154,"LINESTRING (-1.5113493157777 52.4504897220908, -1.51120240529087 52.4507375213783)"
33006,50380,"LINESTRING (-1.51143229914867 52.4503497474305, -1.5113493157777 52.4504897220908)"
50380,33006,"LINESTRING (-1.5113493157777 52.4504897220908, -1.51143229914867 52.4503497474305)"
30217,50150,"LINESTRING (-1.48864803651564 52.4442381139941, -1.48943711133884 52.4430515445516)"
50150,30217,"LINESTRING (-1.48943711133884 52.4430515445516, -1.48864803651564 52.4442381139941)"
50145,50378,"LINESTRING (-1.49008652002673 52.4432292022575, -1.49044764552839 52.4433454940481)"
50378,50145,"LINESTRING (-1.49044764552839 52.4433454940481, -1.49008652002673 52.4432292022575)"
50144,50378,"LINESTRING (-1.4902379788747 52.4436284490854, -1.49044764552839 52.4433454940481)"
50378,50144,"LINESTRING (-1.49044764552839 52.4433454940481, -1.4902379788747 52.4436284490854)"
30536,50385,"LINESTRING (-1.57158543656122 52.421610658329, -1.57365943457055 52.4209759261448)"
50385,30536,"LINESTRING (-1.57365943457055 52.4209759261448, -1.57158543656122 52.421610658329)"
31193,50384,"LINESTRING (-1.57479369746686 52.4195395456711, -1.57405722237655 52.4208964477887)"
50384,31193,"LINESTRING (-1.57405722237655 52.4208964477887, -1.57479369746686 52.4195395456711)"
50384,50385,"LINESTRING (-1.57405722237655 52.4208964477887, -1.57365943457055 52.4209759261448)"
50385,50384,"LINESTRING (-1.57365943457055 52.4209759261448, -1.57405722237655 52.4208964477887)"
31162,50247,"LINESTRING (-1.52817939950712 52.3933652782449, -1.52834260848334 52.3932149082346)"
50247,31162,"LINESTRING (-1.52834260848334 52.3932149082346, -1.52817939950712 52.3933652782449)"
30106,50247,"LINESTRING (-1.52889100968761 52.3927119230669, -1.52834260848334 52.3932149082346)"
50247,30106,"LINESTRING (-1.52834260848334 52.3932149082346, -1.52889100968761 52.3927119230669)"
30849,50387,"LINESTRING (-1.49375789748908 52.403047602888, -1.49096311945886 52.4003492581595)"
50387,30849,"LINESTRING (-1.49096311945886 52.4003492581595, -1.49375789748908 52.403047602888)"
30220,50387,"LINESTRING (-1.48756887485219 52.4002250379546, -1.49096311945886 52.4003492581595)"
50387,30220,"LINESTRING (-1.49096311945886 52.4003492581595, -1.48756887485219 52.4002250379546)"
30482,50388,"LINESTRING (-1.50727720098263 52.4111554304185, -1.50687147091958 52.4114565846664)"
50388,30482,"LINESTRING (-1.50687147091958 52.4114565846664, -1.50727720098263 52.4111554304185)"
30177,50388,"LINESTRING (-1.50612364179585 52.4118907296183, -1.50687147091958 52.4114565846664)"
50388,30177,"LINESTRING (-1.50687147091958 52.4114565846664, -1.50612364179585 52.4118907296183)"
30487,50389,"LINESTRING (-1.5063137113278 52.4108294183284, -1.50574030154804 52.4108599221319)"
50389,30487,"LINESTRING (-1.50574030154804 52.4108599221319, -1.5063137113278 52.4108294183284)"
30486,50389,"LINESTRING (-1.50538964021027 52.4110109802339, -1.50574030154804 52.4108599221319)"
50389,30486,"LINESTRING (-1.50574030154804 52.4108599221319, -1.50538964021027 52.4110109802339)"
50026,50390,"LINESTRING (-1.47550561895123 52.4532785831745, -1.47580471999909 52.4532343223309)"
50390,50026,"LINESTRING (-1.47580471999909 52.4532343223309, -1.47550561895123 52.4532785831745)"
50025,50390,"LINESTRING (-1.47576930758006 52.453378642587, -1.47580471999909 52.4532343223309)"
50390,50025,"LINESTRING (-1.47580471999909 52.4532343223309, -1.47576930758006 52.453378642587)"
30638,65001,"LINESTRING (-1.51559790324544 52.4076598330368, -1.51475752161426 52.4076348250211)"
65001,30638,"LINESTRING (-1.51475752161426 52.4076348250211, -1.51559790324544 52.4076598330368)"
30642,65002,"LINESTRING (-1.51533892680498 52.4084462177244, -1.51666679264468 52.4097340145701)"
65002,30642,"LINESTRING (-1.51666679264468 52.4097340145701, -1.51533892680498 52.4084462177244)"
30863,65005,"LINESTRING (-1.51009113756304 52.4120036770308, -1.5101655169909 52.4114908149398)"
65005,30863,"LINESTRING (-1.5101655169909 52.4114908149398, -1.51009113756304 52.4120036770308)"
30875,65003,"LINESTRING (-1.51572392499327 52.4055776799513, -1.51530766793535 52.4053231109181)"
65003,30875,"LINESTRING (-1.51530766793535 52.4053231109181, -1.51572392499327 52.4055776799513)"
30738,65003,"LINESTRING (-1.51396887904892 52.4046117713481, -1.51530766793535 52.4053231109181)"
65003,30738,"LINESTRING (-1.51530766793535 52.4053231109181, -1.51396887904892 52.4046117713481)"
65003,65006,"LINESTRING (-1.51530766793535 52.4053231109181, -1.51503540728825 52.4054629453424)"
65006,65003,"LINESTRING (-1.51503540728825 52.4054629453424, -1.51530766793535 52.4053231109181)"
30864,65007,"LINESTRING (-1.50971043305062 52.4048448401303, -1.51169805243545 52.4048864661665)"
65007,30864,"LINESTRING (-1.51169805243545 52.4048864661665, -1.50971043305062 52.4048448401303)"
50000,65008,"LINESTRING (-1.50576958311606 52.4105805731012, -1.50538822030914 52.4104718518089)"
65008,50000,"LINESTRING (-1.50538822030914 52.4104718518089, -1.50576958311606 52.4105805731012)"
30105,65900,"LINESTRING (-1.52978268141827 52.413278460948, -1.53001979225733 52.4129956975255)"
65900,30105,"LINESTRING (-1.53001979225733 52.4129956975255, -1.52978268141827 52.413278460948)"
30838,65010,"LINESTRING (-1.52219483452965 52.41068992928, -1.5223994223854 52.4103992638077)"
65010,30838,"LINESTRING (-1.5223994223854 52.4103992638077, -1.52219483452965 52.41068992928)"
30874,65011,"LINESTRING (-1.52045116589583 52.4119715346518, -1.52073722435253 52.4117763956162)"
65011,30874,"LINESTRING (-1.52073722435253 52.4117763956162, -1.52045116589583 52.4119715346518)"
30583,65012,"LINESTRING (-1.47917853445737 52.4506486272855, -1.48012342885148 52.449561421477)"
65012,30583,"LINESTRING (-1.48012342885148 52.449561421477, -1.47917853445737 52.4506486272855)"
30224,65012,"LINESTRING (-1.48599006528951 52.4484910527184, -1.48012342885148 52.449561421477)"
65012,30224,"LINESTRING (-1.48012342885148 52.449561421477, -1.48599006528951 52.4484910527184)"
65012,65013,"LINESTRING (-1.48012342885148 52.449561421477, -1.47979209788937 52.4494808404439)"
65013,65012,"LINESTRING (-1.47979209788937 52.4494808404439, -1.48012342885148 52.449561421477)"
30325,65014,"LINESTRING (-1.50513826853225 52.4475010709745, -1.50505949925657 52.4473064592224)"
65014,30325,"LINESTRING (-1.50505949925657 52.4473064592224, -1.50513826853225 52.4475010709745)"
31344,65015,"LINESTRING (-1.52010232393616 52.4481490614759, -1.52011115403629 52.448507619596)"
65015,31344,"LINESTRING (-1.52011115403629 52.448507619596, -1.52010232393616 52.4481490614759)"
30324,65016,"LINESTRING (-1.52533462890155 52.4489349884498, -1.52580139963302 52.4487078140006)"
65016,30324,"LINESTRING (-1.52580139963302 52.4487078140006, -1.52533462890155 52.4489349884498)"
30672,65017,"LINESTRING (-1.54485948567882 52.4466181758304, -1.54411175935524 52.4468389751685)"
65017,30672,"LINESTRING (-1.54411175935524 52.4468389751685, -1.54485948567882 52.4466181758304)"
31200,65018,"LINESTRING (-1.55283665250101 52.4347044300496, -1.55399909865126 52.4352703271494)"
65018,31200,"LINESTRING (-1.55399909865126 52.4352703271494, -1.55283665250101 52.4347044300496)"
30320,65019,"LINESTRING (-1.56663363290339 52.4244913333352, -1.56691941486024 52.4241117204968)"
65019,30320,"LINESTRING (-1.56691941486024 52.4241117204968, -1.56663363290339 52.4244913333352)"
65020,65021,"LINESTRING (-1.52230103149568 52.4333588029017, -1.52182767943896 52.433371206382)"
65021,65020,"LINESTRING (-1.52182767943896 52.433371206382, -1.52230103149568 52.4333588029017)"
30122,65020,"LINESTRING (-1.52253801930638 52.4353716259635, -1.52230103149568 52.4333588029017)"
65020,30122,"LINESTRING (-1.52230103149568 52.4333588029017, -1.52253801930638 52.4353716259635)"
31491,65020,"LINESTRING (-1.52215339363685 52.4327603592196, -1.52230103149568 52.4333588029017)"
65020,31491,"LINESTRING (-1.52230103149568 52.4333588029017, -1.52215339363685 52.4327603592196)"
30332,65023,"LINESTRING (-1.48268157650227 52.4345284601632, -1.48329123311297 52.4343560855972)"
65023,30332,"LINESTRING (-1.48329123311297 52.4343560855972, -1.48268157650227 52.4345284601632)"
31191,65024,"LINESTRING (-1.58182992518751 52.4046020272528, -1.58258361490855 52.4046343560015)"
65024,31191,"LINESTRING (-1.58258361490855 52.4046343560015, -1.58182992518751 52.4046020272528)"
30742,65025,"LINESTRING (-1.4690578441882 52.420409071974, -1.46611060686217 52.421673893798)"
65025,30742,"LINESTRING (-1.46611060686217 52.421673893798, -1.4690578441882 52.420409071974)"
30271,65025,"LINESTRING (-1.46172709309107 52.4222816908709, -1.46611060686217 52.421673893798)"
65025,30271,"LINESTRING (-1.46611060686217 52.421673893798, -1.46172709309107 52.4222816908709)"
65025,65026,"LINESTRING (-1.46611060686217 52.421673893798, -1.46638547536313 52.4220147153993)"
65026,65025,"LINESTRING (-1.46638547536313 52.4220147153993, -1.46611060686217 52.421673893798)"
31275,65028,"LINESTRING (-1.46195640521105 52.3934917356244, -1.46146352024673 52.3936157299986)"
65028,31275,"LINESTRING (-1.46146352024673 52.3936157299986, -1.46195640521105 52.3934917356244)"
30268,65030,"LINESTRING (-1.46685291549278 52.3862003675936, -1.46732252786297 52.386550938417)"
65030,30268,"LINESTRING (-1.46732252786297 52.386550938417, -1.46685291549278 52.3862003675936)"
31667,65031,"LINESTRING (-1.45427015431994 52.3878330860982, -1.45420233669951 52.3875128631044)"
65031,31667,"LINESTRING (-1.45420233669951 52.3875128631044, -1.45427015431994 52.3878330860982)"
30276,65032,"LINESTRING (-1.46011725262832 52.3921807901654, -1.4564696865552 52.3905902899922)"
65032,30276,"LINESTRING (-1.4564696865552 52.3905902899922, -1.46011725262832 52.3921807901654)"
30290,65032,"LINESTRING (-1.45087474647783 52.3891209965462, -1.4564696865552 52.3905902899922)"
65032,30290,"LINESTRING (-1.4564696865552 52.3905902899922, -1.45087474647783 52.3891209965462)"
65032,65033,"LINESTRING (-1.4564696865552 52.3905902899922, -1.45602478337188 52.3908825296991)"
65033,65032,"LINESTRING (-1.45602478337188 52.3908825296991, -1.4564696865552 52.3905902899922)"
30852,65034,"LINESTRING (-1.49972261574407 52.3889790960134, -1.49984597924671 52.3887471013349)"
